id;datum;klasse;kategorie;sprachen;gebiete;titel
rom2582;20.11.2012;Weitere Informationen;Allgemeine Mitteilung;Sprachenübergreifend;Sprachwissenschaft;Peter Schifko 1938-2012
rom2683;18.04.2009;Tagungen;Tagungsausschreibung;Sprachenübergreifend;Sprachwissenschaft;Professionalising Multilingualism in Higher Education
rom1753;10.07.2012;Weitere Informationen;Allgemeine Mitteilung;Sprachenübergreifend;Sprachwissenschaft;Homenaje a Hans Karl Schneider
rom2478;09.07.2012;Weitere Informationen;Allgemeine Mitteilung;Sprachenübergreifend;Sprachwissenschaft;Nachruf auf Prof. Dr. Dr. h.c. Lothar Wolf (1938-2012)
rom2486;07.11.2013;Weitere Informationen;Allgemeine Mitteilung;Sprachenübergreifend;Sprachwissenschaft;Nachruf Prof. Dr. Bodo Müller (1924-2013)
rom0137;27.05.2013;Stellen;Wissenschaftliche Stelle;Sprachenübergreifend;Medien-/Kulturwissenschaft;2 Promotionsstellen im Rahmen der Nachwuchsgruppe „Revolten als Kommunikationsereignisse in der Frühen Neuzeit“ (Entgeltgruppe 13 TV-L / 50%-70%)
rom0121;26.09.2013;Stellen;Wissenschaftliche Stelle;Sprachenübergreifend;Medien-/Kulturwissenschaft;2 Nachwuchsgruppenleiter/innen: Forschungsbereich Transcultural Studies
rom0082;25.01.2013;Stellen;Stipendium;Sprachenübergreifend;Medien-/Kulturwissenschaft;13 Promotionsstipendien: In­ter­na­tio­nal Graduate Centre for the Study of Culture (GCSC) 
rom0003;24.11.2011;Weitere Informationen;Allgemeine Mitteilung;Sprachenübergreifend;Medien-/Kulturwissenschaft;08. Interkultureller Praxis- und Alumnitag in Saarbrücken
rom2828;21.07.2011;Stellen;Nichtwissenschaftliche Stelle;Sprachenübergreifend;Medien-/Kulturwissenschaft;Referentin/Referenten: Mittel- und Südamerika (Alexander von Humboldt-Stiftung)
rom2735;14.10.2010;Stellen;Professur;Sprachenübergreifend;Medien-/Kulturwissenschaft;Professur (W 2): Ästhetische Bildung/Sprache und Literatur
rom0244;07.11.2013;Stellen;Wissenschaftliche Stelle;Sprachenübergreifend;Medien-/Kulturwissenschaft;5 wiss. Mitarbeiter/in Expertenkulturen des 12. bis 18. Jahrhunderts 
rom3715;28.12.2007;Weitere Informationen;Allgemeine Mitteilung;Sprachenübergreifend;Literaturwissenschaft Medien-/Kulturwissenschaft; Zeitschrift: HiN - Internationale Zeitschrift für Humboldt-Studien VIII 15 (2007)
rom2491;27.03.2012;Weitere Informationen;Allgemeine Mitteilung;Sprachenübergreifend;Literaturwissenschaft;Nachruf Prof. Reinhard Klesczewski
rom2490;20.01.2014;Weitere Informationen;Allgemeine Mitteilung;Sprachenübergreifend;Literaturwissenschaft;Nachruf Prof. Dr. M. Kruse (Hamburg (2.3.1928 – 10.12.2013))
rom2675;17.12.2012;Weitere Informationen;Allgemeine Mitteilung;Sprachenübergreifend;Literaturwissenschaft;Prof. Hartmut Köhler ist im Alter von 72 Jahren verstorben
rom2480;08.01.2013;Weitere Informationen;Allgemeine Mitteilung;Sprachenübergreifend;Literaturwissenschaft;Nachruf auf Prof. Dr. Rita Schober (1918-2012)
rom2489;07.12.2012;Weitere Informationen;Allgemeine Mitteilung;Sprachenübergreifend;Literaturwissenschaft;Nachruf Prof. Dr. Karl-Ludwig Selig (1926-2012)
rom2142;26.06.2013;Stellen;Wissenschaftliche Stelle;Sprachenübergreifend;Didaktik;Lehrkraft für besondere Aufgaben Fachdidaktik der romanischen Sprachen
rom2496;21.02.2012;Weitere Informationen;Allgemeine Mitteilung;Sprachenübergreifend;Didaktik;Nachrufnotiz Prof. Dr. Klaus Schüle
rom2274;16.05.2013;Stellen;Nichtwissenschaftliche Stelle;Sprachenübergreifend;Didaktik;Leiter/in des fakultätsübergreifenden Schreibzentrums
rom3157;02.01.2013;Stellen;Wissenschaftliche Stelle;Sprachenübergreifend;Didaktik;UniversitätsassistentIn - Dissertationsstelle
rom3169;02.01.2013;Stellen;Wissenschaftliche Stelle;Sprachenübergreifend;Didaktik;UniversitätsassistentIn - Postdoc
rom0545;31.01.2008;Stellen;Nichtwissenschaftliche Stelle;Sprachenübergreifend;Weitere Teilbereiche;Bibliotheksreferendare für den höheren Dienst an Bibliotheken in BW
rom3142;29.07.2008;Weitere Informationen;Allgemeine Mitteilung;Sprachenübergreifend;Weitere Teilbereiche;...über kulturelle Grenzen hinweg: Ausschreibung zum Wettbewerb der Zeitschrift Humboldt des Goethe-Instituts
rom2827;28.02.2008;Stellen;Wissenschaftliche Stelle;Sprachenübergreifend;Weitere Teilbereiche;Referentin/Referenten an der Stabsstelle Strategische Forschungsentwicklung
rom3447;25.11.2008;Weitere Informationen;Studium;Sprachenübergreifend;Weitere Teilbereiche;Website der Fachschaft Romanistik aus Heidelberg
rom3545;25.02.2009;Stellen;Wissenschaftliche Stelle;Sprachenübergreifend;Weitere Teilbereiche;Wiss. Mitarbeiterin/Mitarbeiter BAT IIa 50% (Schwerpunkt Interne & Externe Kommunikation: Redaktion Website)
rom1574;22.04.2010;Weitere Informationen;Allgemeine Mitteilung;Sprachenübergreifend;Weitere Teilbereiche;Fast Track: Intensivtraining der Robert Bosch Stiftung für Nachwuchswissenschaftlerinnen
rom0066;21.02.2008;Stellen;Stipendium;Sprachenübergreifend;Weitere Teilbereiche;12 PhD Grants Ruhr-University Research School
rom2879;20.03.2008;Stellen;Wissenschaftliche Stelle;Sprachenübergreifend;Weitere Teilbereiche;Sammelanzeige: Leitungsstellen im Rahmen des Zukunftskonzepts der FU Berlin
rom3556;20.03.2008;Stellen;Wissenschaftliche Stelle;Sprachenübergreifend;Weitere Teilbereiche;Wiss. Mitarbeiterstelle (Koordinatorin/Koordinator Graduiertenschule)
rom0313;16.07.2012;Stellen;Wissenschaftliche Stelle;Sprachenübergreifend;Weitere Teilbereiche;Akad. Mitarbeiterin/Mitarbeiter „Leitung Internationale Angelegenheiten“ (100% E13) im Rahmen einer Elternzeitvertretung
rom0467;14.10.2008;Weitere Informationen;Allgemeine Mitteilung;Sprachenübergreifend;Weitere Teilbereiche;Aufruf gegen die Verschiebung der Semesterzeiten in Deutschland
rom0315;14.02.2008;Stellen;Wissenschaftliche Stelle;Sprachenübergreifend;Weitere Teilbereiche;Akad. Mitarbeiterstelle für die Koordination der fachübergreifenden Lehre
rom3550;14.02.2008;Stellen;Wissenschaftliche Stelle;Sprachenübergreifend;Weitere Teilbereiche;Wiss. Mitarbeiterin/Wiss. Mitarbeiter (Programm-Manager)
rom1327;10.10.2008;Weitere Informationen;Allgemeine Mitteilung;Sprachenübergreifend;Weitere Teilbereiche;Communicator-Preis des Stifterverbandes
rom1950;10.01.2008;Stellen;Wissenschaftliche Stelle;Sprachenübergreifend;Weitere Teilbereiche;Koordinatorin/ Koordinator Studiengang Euroculture
rom2256;10.01.2008;Stellen;Wissenschaftliche Stelle;Sprachenübergreifend;Weitere Teilbereiche;Lehrkraft für Besondere Aufgaben Studiengang Euroculture
rom0147;06.12.2007;Stellen;Stipendium;Sprachenübergreifend;Weitere Teilbereiche;2 Stellen für Postdoktoranden/innen DFG-Graduiertenkolleg Freunde Gönner Getreue
rom1508;06.09.2011;Weitere Informationen;Allgemeine Mitteilung;Sprachenübergreifend;Weitere Teilbereiche;Einladung zu einer online-Konsultation der EC on scientific information in the digital age
rom1948;06.06.2013;Stellen;Nichtwissenschaftliche Stelle;Sprachenübergreifend;Weitere Teilbereiche;Koordinator/in für den Aufbau und die Verwaltung einer gesamtfakultären Graduiertenausbildung in Weiterentwicklung des Promotionskollegs Formations of the Global
rom3614;01.12.2011;Stellen;Wissenschaftliche Stelle;Sprachenübergreifend;Weitere Teilbereiche;Wissenschaftliche/r Mitarbeiter/in bologna.lab (50%)
rom0102;01.03.2013;Tagungen;Tagungsausschreibung;Sprachenübergreifend;Weitere Teilbereiche;19. LIPP-Symposium Gefährdete Sprachen
rom3703;01.03.2013;Tagungen;Tagungsausschreibung;Sprachenübergreifend;Weitere Teilbereiche;XI. Mediendidaktisches Kolloquium Web 2.0 und komplexe Kompetenzaufgaben im Fremdsprachenunterricht
rom3524;27.02.2014;Stellen;Wissenschaftliche Stelle;Sprachenübergreifend;Sprachwissenschaft Weitere Teilbereiche;Wiss. Mitarbeiter/in Sprach- und Wissensverarbeitung
rom1494;21.06.2012;Stellen;Wissenschaftliche Stelle;Sprachenübergreifend;Sprachwissenschaft Weitere Teilbereiche;Drei Computerlinguisten/-innen
rom1156;18.07.2011;Tagungen;Tagungsausschreibung;Sprachenübergreifend;Sprachwissenschaft Weitere Teilbereiche;CfP: Sensory-motor concepts in language and cognition
rom2753;18.02.2011;Stellen;Professur;Sprachenübergreifend;Sprachwissenschaft Weitere Teilbereiche;Professur (W3) für Computerlinguistik
rom1909;03.03.2011;Stellen;Wissenschaftliche Stelle;Sprachenübergreifend;Sprachwissenschaft Weitere Teilbereiche;Juniorprofessur (W1) für Computerlinguistik
rom3493;02.11.2010;Stellen;Wissenschaftliche Stelle;Sprachenübergreifend;Sprachwissenschaft Weitere Teilbereiche;Wiss. Mitarbeiter/in Grundlagen der Historischen Semantik: Textcorpora (100%)
rom3576;03.03.2011;Stellen;Wissenschaftliche Stelle;Sprachenübergreifend;Sprachwissenschaft Sprachpraxis Didaktik Weitere Teilbereiche;Wissenschaftliche/n Mitarbeiter/in (50%)
rom1504;28.10.2011;Tagungen;Tagungsausschreibung;Sprachenübergreifend;Sprachwissenschaft Sprachpraxis Didaktik;Eighth International Conference on Third Language Acquisition and Multilingualism
rom0689;24.02.2009;Tagungen;Tagungsausschreibung;Sprachenübergreifend;Sprachwissenschaft Sprachpraxis Didaktik;CfP: 6. Arbeitstagung für den wissenschaftlichen Nachwuchs in der Fremdsprachenforschung
rom2284;20.03.2008;Stellen;Wissenschaftliche Stelle;Sprachenübergreifend;Sprachwissenschaft Sprachpraxis Didaktik;Leitung des Fremdsprachenzentrums
rom0713;03.02.2010;Tagungen;Tagungsausschreibung;Sprachenübergreifend;Sprachwissenschaft Sprachpraxis Didaktik;CfP: Awareness Matters: Language Culture Literacy – 10. Int. Kongress der Association for Language Awareness
rom0712;02.06.2010;Tagungen;Tagungsausschreibung;Sprachenübergreifend;Sprachwissenschaft Sprachpraxis Didaktik;CfP: Autonomie und Assessment
rom1013;21.05.2013;Tagungen;Tagungsausschreibung;Sprachenübergreifend;Sprachwissenschaft Sprachpraxis;CfP: “Mobility &amp Language / Mobilität &amp Sprache”
rom1145;18.05.2013;Tagungen;Tagungsausschreibung;Sprachenübergreifend;Sprachwissenschaft Sprachpraxis;CfP: Sektion Soziolinguistik - 2. Sektionentagung der Gesellschaft für Angewandte Linguistik - Fristverlängerung! 31.5.2013
rom3383;16.07.2009;Stellen;Professur;Sprachenübergreifend;Sprachwissenschaft Sprachpraxis;W2-Professur Romanische Sprachen mit dem Schwerpunkt Wirtschaftsfranzösisch
rom1301;08.02.2013;Tagungen;Tagungsprogramm;Sprachenübergreifend;Sprachwissenschaft Sprachpraxis;Code-switching in the bilingual child: within and across the clause
rom0678;24.10.2011;Tagungen;Tagungsausschreibung;Sprachenübergreifend;Sprachwissenschaft Medien-/Kulturwissenschaft Weitere Teilbereiche;CfP: 3. Europäische Tagung für Mehrsprachigkeit: Sprachen ohne Grenzen: Die Mehrsprachigkeit
rom0730;13.07.2011;Tagungen;Tagungsausschreibung;Sprachenübergreifend;Sprachwissenschaft Medien-/Kulturwissenschaft Weitere Teilbereiche;CfP: Cognitive Processes and Social Factors in Language Variation and Change
rom3485;03.03.2011;Stellen;Wissenschaftliche Stelle;Sprachenübergreifend;Sprachwissenschaft Medien-/Kulturwissenschaft Weitere Teilbereiche;Wiss. Mitarbeiter/in - FG Audiokommunikation
rom2197;18.12.2008;Stellen;Wissenschaftliche Stelle;Sprachenübergreifend;Sprachwissenschaft Medien-/Kulturwissenschaft Sprachpraxis Didaktik;Lehrkraft für besondere Aufgaben Interkulturelle Kommunikation und Angewandte Sprachwissenschaft
rom1299;08.01.2010;Tagungen;Tagungsprogramm;Sprachenübergreifend;Sprachwissenschaft Medien-/Kulturwissenschaft Sprachpraxis Didaktik;CIUTI FORUM 2010: Translation and Interpreting in new geopolitical settings 
rom0890;20.04.2013;Tagungen;Tagungsausschreibung;Sprachenübergreifend;Sprachwissenschaft Medien-/Kulturwissenschaft Sprachpraxis;CfP: InDialog. Community Interpreting heute
rom0974;08.07.2013;Tagungen;Tagungsausschreibung;Sprachenübergreifend;Sprachwissenschaft Medien-/Kulturwissenschaft Sprachpraxis;CfP: Les métropoles francophones en temps de globalisation
rom2468;13.12.2012;Tagungen;Tagungsausschreibung;Sprachenübergreifend;Sprachwissenschaft Medien-/Kulturwissenschaft Didaktik;Multilingual Individuals and Multilingual Societies (MIMS 2)
rom0687;01.06.2012;Tagungen;Tagungsausschreibung;Sprachenübergreifend;Sprachwissenschaft Medien-/Kulturwissenschaft Didaktik;CfP: 4.Bremer Symposion: Fremdsprachliche Lernprozesse
rom2965;28.12.2007;Tagungen;Tagungsausschreibung;Sprachenübergreifend;Sprachwissenschaft Medien-/Kulturwissenschaft;Stadt und Land in Mittelalter und Renaissance in der Romania - 2. Tagung des Netzwerks Mittelalter und Renaissance (Regensburg 27.-29.9.08)
rom0768;26.04.2012;Tagungen;Tagungsausschreibung;Sprachenübergreifend;Sprachwissenschaft Medien-/Kulturwissenschaft;CfP: Cortesia e (re)invenções
rom2399;25.04.2012;Weitere Informationen;Studium;Sprachenübergreifend;Sprachwissenschaft Medien-/Kulturwissenschaft;MA „MuM - Medientext und Medienübersetzung“ an der Stiftung Universität Hildesheim
rom2210;21.06.2012;Stellen;Wissenschaftliche Stelle;Sprachenübergreifend;Sprachwissenschaft Medien-/Kulturwissenschaft;Lehrkraft für besondere Aufgaben (LfbA) Interkulturelle Kommunikation und Angewandte Sprachwissenschaft
rom3575;21.06.2012;Stellen;Wissenschaftliche Stelle;Sprachenübergreifend;Sprachwissenschaft Medien-/Kulturwissenschaft;Wissenschaftliche/-r Mitarbeiter/-in Interkulturelle Kommunikation und Angewandte Sprachwissenschaft
rom0984;20.11.2012;Tagungen;Tagungsausschreibung;Sprachenübergreifend;Sprachwissenschaft Medien-/Kulturwissenschaft;CfP: LIMES IX 2013
rom1569;20.07.2012;Tagungen;Tagungsausschreibung;Sprachenübergreifend;Sprachwissenschaft Medien-/Kulturwissenschaft;Fachkommunikation in der Romania. Wissenschaftssprachen im innerromanischen und romanisch-deutschen Vergleich Sprachwissenschaftliche Sektion auf dem XXXIII. Romanistentag des Deutschen Romanistenverbands Julius-Maximilians-Universität Würzburg 22.-25. S
rom3239;17.01.2013;Tagungen;Tagungsausschreibung;Sprachenübergreifend;Sprachwissenschaft Medien-/Kulturwissenschaft;Verlängerung CfP: LIMES IX 2013 Heidelberg
rom3309;15.12.2011;Stellen;Professur;Sprachenübergreifend;Sprachwissenschaft Medien-/Kulturwissenschaft;W 1-Professur für Medienlinguistik
rom0576;15.06.2011;Tagungen;Tagungsprogramm;Sprachenübergreifend;Sprachwissenschaft Medien-/Kulturwissenschaft;Bridging Disciplines: Evolution and Classification in Biology Linguistics and the History of Science
rom0986;11.07.2011;Tagungen;Tagungsausschreibung;Sprachenübergreifend;Sprachwissenschaft Medien-/Kulturwissenschaft;CfP: Linguistik als Kulturwissenschaft: Korpus - Kommunikation - Kultur
rom0818;11.03.2010;Tagungen;Tagungsausschreibung;Sprachenübergreifend;Sprachwissenschaft Medien-/Kulturwissenschaft;CfP: Empirische Methoden bei der Erforschung von SprachRäumen - Nachwuchskolloquium - Ankündigung und Aufruf zur Posterpräsentation
rom2446;10.12.2013;Tagungen;Tagungsprogramm;Sprachenübergreifend;Sprachwissenschaft Medien-/Kulturwissenschaft;Medienlinguistik 3.0: Formen und Wirkungen von Textsorten im Zeitalter des Social Web
rom0037;10.05.2011;Tagungen;Tagungsprogramm;Sprachenübergreifend;Sprachwissenschaft Medien-/Kulturwissenschaft;10 Jahre metaphorik.de - Workshop Taking Stock of figurative language and thought: On the past present and future of applied research on metaphor“
rom3341;07.12.2011;Stellen;Professur;Sprachenübergreifend;Sprachwissenschaft Medien-/Kulturwissenschaft;W1-Professur für Medienlinguistik
rom0746;04.11.2013;Tagungen;Tagungsausschreibung;Sprachenübergreifend;Sprachwissenschaft Medien-/Kulturwissenschaft;CfP: Communication électornique cultures et identités
rom3046;04.10.2010;Tagungen;Tagungsprogramm;Sprachenübergreifend;Sprachwissenschaft Medien-/Kulturwissenschaft;Tage der Sprachen im Ruhrgebiet
rom1246;02.08.2010;Tagungen;Tagungsausschreibung;Sprachenübergreifend;Sprachwissenschaft Medien-/Kulturwissenschaft;CfP: Von der digitalen zur interkulturellen Revolution?
rom0667;02.07.2011;Tagungen;Tagungsausschreibung;Sprachenübergreifend;Sprachwissenschaft Medien-/Kulturwissenschaft;CfP: 19th Sociolinguistics Symposium: Language and the City
rom0577;01.04.2011;Tagungen;Tagungsausschreibung;Sprachenübergreifend;Sprachwissenschaft Medien-/Kulturwissenschaft;CfP: Bridging Disciplines: Evolution and Classification in Biology Linguistics and the History of Science
rom1777;29.11.2012;Tagungen;Tagungsprogramm;Sprachenübergreifend;Sprachwissenschaft Didaktik;Il ruolo della grammatica valenziale nell’insegnamento delle lingue straniere
rom0287;31.03.2011;Stellen;Stipendium;Sprachenübergreifend;Sprachwissenschaft;8 vollfinanzierte Stellen für Doktoranden/Doktorandinnen: Imaging the Mind - Consciousness Higher Mental and Social Processes (u.a. Linguistik) 
rom3336;31.03.2011;Stellen;Professur;Sprachenübergreifend;Sprachwissenschaft;W1-Juniorprofessur Phonologie
rom0111;30.12.2010;Stellen;Wissenschaftliche Stelle;Sprachenübergreifend;Sprachwissenschaft;2 Informatiker/innen oder Computerlinguisten/innen
rom1954;30.12.2010;Stellen;Wissenschaftliche Stelle;Sprachenübergreifend;Sprachwissenschaft;Korpuslinguist/in
rom1922;30.09.2010;Stellen;Professur;Sprachenübergreifend;Sprachwissenschaft;Juniorprofessur (W1) Sprachtechnologie
rom0920;30.06.2011;Tagungen;Tagungsausschreibung;Sprachenübergreifend;Sprachwissenschaft;CfP: Jahrestagung der DGfS 2012: AG Sprachwandel und Lebensalter
rom3354;30.04.2009;Stellen;Professur;Sprachenübergreifend;Sprachwissenschaft;W2-Professur für Dolmetschwissenschaft
rom3406;30.04.2009;Stellen;Professur;Sprachenübergreifend;Sprachwissenschaft;W3-Professur für Kognitionswissenschaften
rom3346;29.12.2011;Stellen;Professur;Sprachenübergreifend;Sprachwissenschaft;W2 - Professur Allgemeine Sprachwissenschaft (Spezialisierung: Sprachtypologie)
rom3513;29.05.2013;Stellen;Wissenschaftliche Stelle;Sprachenübergreifend;Sprachwissenschaft;Wiss. Mitarbeiter/in PostDoc: Allgemeine Linguistik
rom3352;29.01.2009;Stellen;Professur;Sprachenübergreifend;Sprachwissenschaft;W2-Professur für Angewandte Computerlinguistik 
rom3396;29.01.2009;Stellen;Professur;Sprachenübergreifend;Sprachwissenschaft;W3-Professur für Allgemeine Sprachwissenschaft 
rom2761;28.12.2007;Stellen;Professur;Sprachenübergreifend;Sprachwissenschaft;Professur (W3) Phonetik und Phonologie (Saarbrücken Frist 31.1.2008)
rom3345;28.10.2010;Stellen;Professur;Sprachenübergreifend;Sprachwissenschaft;W2 Professur Allgemeine Sprachwissenschaft: Grammatiktheorie mit dem Schwerpunkt Semantik
rom1881;28.07.2011;Stellen;Professur;Sprachenübergreifend;Sprachwissenschaft;Junior professorship (W 1) for Psycho-/Neurolinguistics
rom0040;28.05.2009;Disziplinen;Sprachwissenschaft;Sprachenübergreifend;Sprachwissenschaft;10 Ph.D. Scholarships in Linguistics “Frequency effects in language”
rom1288;28.04.2011;Stellen;Professur;Sprachenübergreifend;Sprachwissenschaft;Chair: Sociolinguistics / Language Variation and Change
rom0654;28.01.2013;Tagungen;Tagungsausschreibung;Sprachenübergreifend;Sprachwissenschaft;CfA: Winterschule des Europäischen Zentrums für Sprachwissenschaften
rom1089;28.01.2012;Tagungen;Tagungsausschreibung;Sprachenübergreifend;Sprachwissenschaft;CfP Second Language Research Forum 2012 “Building Bridges Between Disciplines: SLA in Many Contexts”
rom0675;27.12.2011;Tagungen;Tagungsausschreibung;Sprachenübergreifend;Sprachwissenschaft;CfP: 27. Arbeitstagung des AKS (Arbeitskreis der Sprachenzentren Sprachlehrinstitute und Fremdspracheninstitute e.V.)
rom3667;27.09.2012;Stellen;Wissenschaftliche Stelle;Sprachenübergreifend;Sprachwissenschaft;Wissenschaftliche/r Mitarbeiter/in: Texttechnologie und Datenbanken
rom2056;27.07.2011;Stellen;Wissenschaftliche Stelle;Sprachenübergreifend;Sprachwissenschaft;Lecturer in Neurolinguistics/Psycholinguistics
rom1015;27.05.2009;Tagungen;Tagungsausschreibung;Sprachenübergreifend;Sprachwissenschaft;CfP: Monolingual Multilingualism? Standard languages and their impact on multilingual policies and practices in Europe: a historical perspective
rom1738;27.03.2012;Stellen;Stipendium;Sprachenübergreifend;Sprachwissenschaft;Hermann Paul Scholarships in Linguistics 2012
rom1740;27.02.2014;Stellen;Stipendium;Sprachenübergreifend;Sprachwissenschaft;Hermann Paul Scholarships in Linguistics 2014
rom1908;27.01.2011;Stellen;Professur;Sprachenübergreifend;Sprachwissenschaft;Juniorprofessur (W1) für Angewandte Computerlinguistik
rom0452;26.04.2012;Stellen;Professur;Sprachenübergreifend;Sprachwissenschaft;Associate Professor in multilingual cognitive development
rom0453;26.04.2012;Stellen;Professur;Sprachenübergreifend;Sprachwissenschaft;Associate Professor in Sociolinguistics
rom2759;26.04.2012;Stellen;Professur;Sprachenübergreifend;Sprachwissenschaft;Professur (W3) für Translationsorientierte Sprachtechnologie
rom1214;26.03.2013;Tagungen;Tagungsausschreibung;Sprachenübergreifend;Sprachwissenschaft;CfP: Trends in Toponymy 6
rom3390;26.03.2009;Stellen;Professur;Sprachenübergreifend;Sprachwissenschaft;W2/W3-Tenure-Track Professorship  to build up an Independent Research Group
rom2702;26.01.2012;Stellen;Professur;Sprachenübergreifend;Sprachwissenschaft;Professur (entspr. W2): Übersetzen und Dolmetschen
rom1024;25.11.2013;Tagungen;Tagungsausschreibung;Sprachenübergreifend;Sprachwissenschaft;CfP: Namenmoden syn- und diachron
rom0039;25.05.2009;Stellen;Stipendium;Sprachenübergreifend;Sprachwissenschaft;10 Ph.D. Scholarships in Linguistics “Frequency effects in language” (DFG-Graduiertenkolleg)
rom3258;25.03.2012;Tagungen;Tagungsprogramm;Sprachenübergreifend;Sprachwissenschaft;VIe colloque international d'argotologie: Argot(s) et Variations
rom3457;25.01.2013;Tagungen;Tagungsausschreibung;Sprachenübergreifend;Sprachwissenschaft;Winterschule des Europäischen Zentrums für Sprachwissenschaften: Linguistische Zugänge zu Konflikten in europäischen Sprachräumen
rom3191;24.11.2011;Stellen;Professur;Sprachenübergreifend;Sprachwissenschaft;Universitätsprofessur für Psycho- Neuro- und klinische Linguistik
rom3348;24.11.2011;Stellen;Professur;Sprachenübergreifend;Sprachwissenschaft;W2-Professur Angewandte Sprachwissenschaft
rom0109;24.05.2011;Stellen;Wissenschaftliche Stelle;Sprachenübergreifend;Sprachwissenschaft;2 Doktorand(inn)en-Stellen am Zentrum für Sprach- und Literaturwissenschaft der LMU
rom1194;22.12.2012;Tagungen;Tagungsausschreibung;Sprachenübergreifend;Sprachwissenschaft;CfP: The acquisition of discourse markers in Romance languages as L2 (Workshop)  46th Annual Meeting of the Societas Linguistica Europaea (2nd circular)
rom1456;22.11.2012;Stellen;Wissenschaftliche Stelle;Sprachenübergreifend;Sprachwissenschaft;Doktoranden-Stelle:  „The Construction of Norms in 17th- to 19th-Century Europe and the United States“
rom0125;22.11.2007;Stellen;Wissenschaftliche Stelle;Sprachenübergreifend;Sprachwissenschaft;2 Postdoc Fellowships in Linguistics
rom0259;22.11.2007;Stellen;Stipendium;Sprachenübergreifend;Sprachwissenschaft;6 Stipendien im Promotionsverbund »Dimensionen der Ambiguität«
rom0421;22.11.2007;Weitere Informationen;Allgemeine Mitteilung;Sprachenübergreifend;Sprachwissenschaft;Artikelvorschläge: BildungselitenMigration und Mehrsprachigkeit 
rom0061;22.08.2008;Tagungen;Tagungsprogramm;Sprachenübergreifend;Sprachwissenschaft;11. Internationale Konferenz der Geschichte der Sprachwissenschaften
rom1406;22.08.2008;Weitere Informationen;Allgemeine Mitteilung;Sprachenübergreifend;Sprachwissenschaft;DFG-Schwerpunktprogramm 1234 „Sprachlautliche Kompetenz“ – Antragstellung zur zweiten Förderperiode
rom1889;22.03.2012;Stellen;Professur;Sprachenübergreifend;Sprachwissenschaft;Juniorprofessor/in (W1): Phonetik/Phonologie
rom3168;22.01.2014;Stellen;Wissenschaftliche Stelle;Sprachenübergreifend;Sprachwissenschaft;UniversitätsassistentIn – Postdoc Sprachwissenschaft (entfristbar)
rom3399;22.01.2009;Stellen;Professur;Sprachenübergreifend;Sprachwissenschaft;W3-Professur für Computerlinguistik
rom0692;21.11.2011;Tagungen;Tagungsausschreibung;Sprachenübergreifend;Sprachwissenschaft;CfP: 7. Kongress der Internationalen Gesellschaft für Dialektologie und Geolinguistik (SIDG)
rom0225;21.08.2008;Tagungen;Tagungsausschreibung;Sprachenübergreifend;Sprachwissenschaft;44. Studentische Tagung Sprachwissenschaft
rom2725;21.07.2011;Stellen;Professur;Sprachenübergreifend;Sprachwissenschaft;Professur für Translationswissenschaft
rom2728;21.02.2013;Stellen;Professur;Sprachenübergreifend;Sprachwissenschaft;Professur für Translationswissenschaft ((Kommunal-) Dolmetschen Translation aus kulturwissenschaftlicher und soziologischer Sicht)
rom0206;20.11.2011;Stellen;Wissenschaftliche Stelle;Sprachenübergreifend;Sprachwissenschaft;3 Qualifikationsstellen (50%) im Linguistischen Internationalen Promotionsprogramm (LIPP)
rom0708;20.07.2012;Tagungen;Tagungsausschreibung;Sprachenübergreifend;Sprachwissenschaft;CfP: „Angewandte Romanistische Linguistik: Kommunikations- und Diskursformen im 21. Jahrhundert beim  XXXIII. Romanistentag des DRV „Romanistik – Herausforderungen und Chancen“
rom3391;20.05.2009;Stellen;Professur;Sprachenübergreifend;Sprachwissenschaft;W3-Professur Allgemeine Linguistik
rom1043;19.12.2011;Tagungen;Tagungsausschreibung;Sprachenübergreifend;Sprachwissenschaft;CfP: Perspektiven - 2. Diskussionforum Linguistik in Bayern
rom3502;19.10.2012;Stellen;Wissenschaftliche Stelle;Sprachenübergreifend;Sprachwissenschaft;Wiss. Mitarbeiter/in: Languages of Emotion
rom1118;19.09.2012;Tagungen;Tagungsausschreibung;Sprachenübergreifend;Sprachwissenschaft;CfP: Sektion Das Wort als Einheit: Grundlagen und Grenzfälle Romanistentag 2013
rom3515;19.08.2010;Stellen;Wissenschaftliche Stelle;Sprachenübergreifend;Sprachwissenschaft;Wiss. Mitarbeiter/in: Rhetorik der Verunsicherung - Muster negativer Affekt-Strategien u. ihre persuasive Funktion (Exzellenzclusters 302 Languages of Emotion)
rom2969;19.07.2012;Tagungen;Tagungsausschreibung;Sprachenübergreifend;Sprachwissenschaft;STaPS - Sprachwissenschaftliche Tagung für Promotionsstudierende
rom1302;19.02.2009;Stellen;Stipendium;Sprachenübergreifend;Sprachwissenschaft;Cognitive Interaction Technology: Research Grants for PhD Students and Postdoc Researchers (Linguistics)
rom0150;19.01.2012;Stellen;Wissenschaftliche Stelle;Sprachenübergreifend;Sprachwissenschaft;2 Stellen Wissenschaftliche/r Mitarbeiter/in Virtuelle Fachbibliothek Linguistik
rom2726;18.08.2011;Stellen;Professur;Sprachenübergreifend;Sprachwissenschaft;Professur für Translationswissenschaft
rom2648;18.03.2013;Stellen;Wissenschaftliche Stelle;Sprachenübergreifend;Sprachwissenschaft;Poste de post-doctorant 2013/2014
