id;datum;klasse;kategorie;sprachen;gebiete;titel
rom2512;09.12.2009;Weitere Informationen;Allgemeine Mitteilung;Französisch Italienisch Portugiesisch Spanisch Weitere romanische Sprachen;Literaturwissenschaft;Neue Online-Zeitschrift für romanische Literaturwissenschaft: HeLix
rom2479;09.03.2010;Weitere Informationen;Allgemeine Mitteilung;Französisch Italienisch Portugiesisch Spanisch Weitere romanische Sprachen;Literaturwissenschaft;Nachruf auf Prof. Dr. Leo Pollmann (1930 – 2009)
rom1755;07.08.2009;Weitere Informationen;Allgemeine Mitteilung;Französisch Italienisch Portugiesisch Spanisch Weitere romanische Sprachen;Literaturwissenschaft;Hugo Friedrich und Erich Köhler-Preis der Albert-Ludwigs-Universität Freiburg i. Br.
rom2435;07.07.2011;Weitere Informationen;Studium;Französisch Italienisch Portugiesisch Spanisch Weitere romanische Sprachen;Literaturwissenschaft;Masterstudiengang Romanische Literaturen - Universität Hamburg
rom3101;07.06.2012;Stellen;Professur;Französisch Italienisch Portugiesisch Spanisch Weitere romanische Sprachen;Literaturwissenschaft;Tenure-Track Position in pre-1900 European Literature (Dutch English French German Greek Italian Latin Portuguese Spanish or Scandinavian)
rom0475;23.12.2008;Tagungen;Tagungsausschreibung;Französisch Italienisch Portugiesisch Spanisch Weitere romanische Sprachen;Didaktik;Aufruf zur Mitarbeit an Sektion 5.3 des Romanistentags 2009: Authentizität im Unterricht romanischer Sprachen
rom0798;22.10.2012;Tagungen;Tagungsausschreibung;Französisch Italienisch Portugiesisch Spanisch Weitere romanische Sprachen;Didaktik;CfP: Didaktiksektion Der Literatur und dem Film eine Chance? Romanistentag Würzburg 2013
rom2117;21.01.2010;Stellen;Nichtwissenschaftliche Stelle;Französisch Italienisch Portugiesisch Spanisch Weitere romanische Sprachen;Didaktik;Lehrkraft für bes. Aufgaben: Didaktik der romanischen Sprachen (Französisch ggf. Spanisch 50%)
rom3179;14.01.2010;Stellen;Professur;Französisch Italienisch Portugiesisch Spanisch Weitere romanische Sprachen;Didaktik;Universitätsprofessor(in) für Fachdidaktik der Romanischen Sprachen
rom0149;27.06.2012;Stellen;Wissenschaftliche Stelle;Französisch Italienisch Portugiesisch Spanisch Weitere romanische Sprachen Sprachenübergreifend;Sprachwissenschaft Weitere Teilbereiche;2 Stellen wiss. Mitarbeiter/innen FWF-Projekt Netzwerk des Wissens'
rom0596;06.06.2012;Tagungen;Tagungsausschreibung;Französisch Italienisch Portugiesisch Spanisch Weitere romanische Sprachen Sprachenübergreifend;Sprachwissenschaft Weitere Teilbereiche;Call for Papers Workshop: ADDITIVE AND RESTRICTIVE QUANTIFICATION IN DISCOURSE. COMPARATIVE PERSPECTIVES (ROMANCE AND GERMANIC LANGUAGES)
rom1581;22.08.2009;Tagungen;Sonstige Veranstaltung;Französisch Italienisch Portugiesisch Spanisch Weitere romanische Sprachen Sprachenübergreifend;Sprachwissenschaft Sprachpraxis Didaktik;Festival der Sprachen: 13 int. Tagungen und 20 Sprachentage
rom0927;18.03.2010;Tagungen;Tagungsausschreibung;Französisch Italienisch Portugiesisch Spanisch Weitere romanische Sprachen Sprachenübergreifend;Sprachwissenschaft Sprachpraxis Didaktik;CfP: Kölner Konferenz zur Fachtextübersetzung (Fristverlängerung: 30.4.)
rom0710;31.01.2008;Tagungen;Tagungsausschreibung;Französisch Italienisch Portugiesisch Spanisch Weitere romanische Sprachen Sprachenübergreifend;Sprachwissenschaft Sprachpraxis;CFP Arbeitstagung Romanisch-deutscher und Innerromanischer Sprachvergleich
rom1267;27.03.2010;Tagungen;Tagungsausschreibung;Französisch Italienisch Portugiesisch Spanisch Weitere romanische Sprachen Sprachenübergreifend;Sprachwissenschaft Sprachpraxis;CfP: XIII Encuentros Complutenses en torno a la Traducción
rom0983;02.01.2013;Tagungen;Tagungsausschreibung;Französisch Italienisch Portugiesisch Spanisch Weitere romanische Sprachen Sprachenübergreifend;Sprachwissenschaft Medien-/Kulturwissenschaft;CfP: LIMES IX 2013 Heidelberg
rom1128;05.09.2012;Tagungen;Tagungsausschreibung;Französisch Italienisch Portugiesisch Spanisch Weitere romanische Sprachen Sprachenübergreifend;Sprachwissenschaft Didaktik;CfP: Sektion: Herkunftsbedingte Mehrsprachigkeit im Unterricht der romanischen Sprachen in Schule und Universität – Herausforderung und Chance für die romanistische Sprachwissenschaft?
rom0108;30.11.2010;Stellen;Stipendium;Französisch Italienisch Portugiesisch Spanisch Weitere romanische Sprachen Sprachenübergreifend;Sprachwissenschaft;2 Doktorand(inn)en-Stellen am Zentrum für Sprach- und Literaturwissenschaft der LMU
rom1173;30.11.2010;Tagungen;Tagungsausschreibung;Französisch Italienisch Portugiesisch Spanisch Weitere romanische Sprachen Sprachenübergreifend;Sprachwissenschaft;CfP: Sprache als soziale und kulturelle Praxis: Neue Ergebnisse aus der Linguistik
rom2379;30.11.2010;Weitere Informationen;Studium;Französisch Italienisch Portugiesisch Spanisch Weitere romanische Sprachen Sprachenübergreifend;Sprachwissenschaft;Linguistisches Internationales Promotionsprogramm der LMU
rom3305;30.11.2010;Stellen;Professur;Französisch Italienisch Portugiesisch Spanisch Weitere romanische Sprachen Sprachenübergreifend;Sprachwissenschaft;W 1-Juniorprofessur für Europäische Rechtslinguistik (ohne tenure track)
rom3395;28.12.2007;Stellen;Professur;Französisch Italienisch Portugiesisch Spanisch Weitere romanische Sprachen Sprachenübergreifend;Sprachwissenschaft;W3-Professur für Allgemeine Sprachwissenschaft mit Ausstattung (Konstanz Frist 12.1.2008)  
rom1184;28.03.2011;Tagungen;Tagungsausschreibung;Französisch Italienisch Portugiesisch Spanisch Weitere romanische Sprachen Sprachenübergreifend;Sprachwissenschaft;CfP: Symposium Language change / Sprachwandel (Erinnerung)
rom1124;27.07.2012;Tagungen;Tagungsausschreibung;Französisch Italienisch Portugiesisch Spanisch Weitere romanische Sprachen Sprachenübergreifend;Sprachwissenschaft;CfP: Sektion Diskurstraditionelles und Einzelsprachliches im Sprachwandel beim XXXIII. Romanistentag
rom1215;26.04.2012;Tagungen;Tagungsausschreibung;Französisch Italienisch Portugiesisch Spanisch Weitere romanische Sprachen Sprachenübergreifend;Sprachwissenschaft;CfP: TYPOLOGICA
rom0945;26.01.2011;Tagungen;Tagungsausschreibung;Französisch Italienisch Portugiesisch Spanisch Weitere romanische Sprachen Sprachenübergreifend;Sprachwissenschaft;CfP: Languages and Linguistic Manuals in the 18th Century: The Pan-European Dimension / Langues et manuels linguistiques dans le XVIIIe siècle: La dimension paneuropéenne (International Congress for Eighteenth Century Studies)
rom1243;22.03.2011;Tagungen;Tagungsausschreibung;Französisch Italienisch Portugiesisch Spanisch Weitere romanische Sprachen Sprachenübergreifend;Sprachwissenschaft;CfP: Voies des villes – voix des villes. Dimensions postcoloniales
rom0660;20.10.2011;Tagungen;Tagungsausschreibung;Französisch Italienisch Portugiesisch Spanisch Weitere romanische Sprachen Sprachenübergreifend;Sprachwissenschaft;CfP: 13. Norddeutsches Linguistisches Kolloquium
rom3479;20.03.2008;Stellen;Wissenschaftliche Stelle;Französisch Italienisch Portugiesisch Spanisch Weitere romanische Sprachen Sprachenübergreifend;Sprachwissenschaft;Wiss. Mitarbeiter/in: Dictionnaire Étymologique Roman (DÉRom) 50%
rom3721;19.10.2009;Weitere Informationen;Allgemeine Mitteilung;Französisch Italienisch Portugiesisch Spanisch Weitere romanische Sprachen Sprachenübergreifend;Sprachwissenschaft;Zs.: Erste Online-Ausgabe der Zeitschrift Energeia
rom3256;19.06.2008;Tagungen;Tagungsprogramm;Französisch Italienisch Portugiesisch Spanisch Weitere romanische Sprachen Sprachenübergreifend;Sprachwissenschaft;VI. Internationale Arbeitstagung Romanisch-deutscher und Innerromanischer Sprachvergleich
rom1178;19.02.2010;Tagungen;Tagungsausschreibung;Französisch Italienisch Portugiesisch Spanisch Weitere romanische Sprachen Sprachenübergreifend;Sprachwissenschaft;CfP: Sprachvariation im europäischen Kontext
rom1261;18.06.2009;Tagungen;Tagungsausschreibung;Französisch Italienisch Portugiesisch Spanisch Weitere romanische Sprachen Sprachenübergreifend;Sprachwissenschaft;CfP: Workshop Sprachkontakt und Mehrsprachigkeit als Herausforderung für Soziolinguistik und Systemlinguistik
rom2416;17.03.2010;Weitere Informationen;Studium;Französisch Italienisch Portugiesisch Spanisch Weitere romanische Sprachen Sprachenübergreifend;Sprachwissenschaft;Master innovant trilingue « Learning and Development in Multilingual and Multicultural Contexts » Université du Luxembourg INSCRIPTIONS OUVERTES
rom2362;16.04.2012;Tagungen;Tagungsausschreibung;Französisch Italienisch Portugiesisch Spanisch Weitere romanische Sprachen Sprachenübergreifend;Sprachwissenschaft;Les verbes parenthétiques : hypotaxe parataxe ou parenthèse ? / Parenthetical Verbs: Hypotaxis Parataxis or Parenthesis?
rom0312;16.01.2008;Stellen;Wissenschaftliche Stelle;Französisch Italienisch Portugiesisch Spanisch Weitere romanische Sprachen Sprachenübergreifend;Sprachwissenschaft;Akad. Mitarbeiter/in Sprachwissenschaft
rom0896;15.02.2011;Tagungen;Tagungsausschreibung;Französisch Italienisch Portugiesisch Spanisch Weitere romanische Sprachen Sprachenübergreifend;Sprachwissenschaft;CfP: Int. Conference Translating Fictional Dialogue for Children
rom0977;14.12.2010;Tagungen;Tagungsausschreibung;Französisch Italienisch Portugiesisch Spanisch Weitere romanische Sprachen Sprachenübergreifend;Sprachwissenschaft;CfP: Les Verbes Parenthétiques : Hypotaxe Parataxe ou Parenthèse ? / Parenthetical Verbs: Hypotaxis Parataxis or Parenthesis? (Paris)
rom0155;13.06.2012;Stellen;Wissenschaftliche Stelle;Französisch Italienisch Portugiesisch Spanisch Weitere romanische Sprachen Sprachenübergreifend;Sprachwissenschaft;2 Wissenschaftliche Mitarbeiter/innen Projekt Netzwerk des Wissens
rom1169;12.12.2013;Tagungen;Tagungsausschreibung;Französisch Italienisch Portugiesisch Spanisch Weitere romanische Sprachen Sprachenübergreifend;Sprachwissenschaft;CfP: Sondersprachen im europäischen Kontext unter besonderer Berücksichtigung der Romania
rom0181;12.07.2012;Tagungen;Tagungsausschreibung;Französisch Italienisch Portugiesisch Spanisch Weitere romanische Sprachen Sprachenübergreifend;Sprachwissenschaft;2nd CfP: Nouvelles perspectives en sémantique lexicale et en organisation du discours
rom2547;11.06.2013;Tagungen;Tagungsausschreibung;Französisch Italienisch Portugiesisch Spanisch Weitere romanische Sprachen Sprachenübergreifend;Sprachwissenschaft;Non-overt subjects in a cross-linguistic perspective
rom2649;11.05.2012;Stellen;Wissenschaftliche Stelle;Französisch Italienisch Portugiesisch Spanisch Weitere romanische Sprachen Sprachenübergreifend;Sprachwissenschaft;Poste de post-doctorant Dictionnaire Etymologique Roman (DERom)
rom0732;10.04.2011;Tagungen;Tagungsausschreibung;Französisch Italienisch Portugiesisch Spanisch Weitere romanische Sprachen Sprachenübergreifend;Sprachwissenschaft;CfP: Colloque annuel SHESL-HTL 2012: Linguistiques d’intervention - Des usages socio-politiques des savoirs sur le langage et les langues
rom3271;09.09.2011;Tagungen;Tagungsausschreibung;Französisch Italienisch Portugiesisch Spanisch Weitere romanische Sprachen Sprachenübergreifend;Sprachwissenschaft;VII. Internationale Arbeitstagung „Romanisch-deutscher und innerromanischer Sprachvergleich“
